lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter 
Gerard,  Redmond, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, United States, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , 
Strobel,  Rhys, 566, 65.67, , , CAN, Canada, , , , , , , , , , 
Jamieson,  Rocco, 567, 65.64, , , NZL, New Zealand, , , , , , , , , , 
Garandel,  Liam, 568, 65.49, , , FRA, France, , , , , , , , , , 
Sverresvold,  Julian, 569, 65.43, , , NOR, Norway, , , , , , , , , , 
Konuma,  Haruka, 570, 65.17, , , JPN, Japan, , , , , , , , , , 
Edelman,  Stefan Vladislav, 571, 65.03, , , SRB, Serbia, , , , , , , , , , 
Schuetz,  Nicolas, 572, 64.9, , , SUI, Switzerland, , , , , , , , , , 
Rokosh,  Max, 573, 64.58, , , CAN, Canada, , , , , , , , , , 
Kakimoto,  Yua, 574, 64.31, , , JPN, Japan, , , , , , , , , , 
Yanez,  Benjamin, 575, 64.07, , 17, CHI, CHI, , , , , , , , , , 
Hoenie,  Nolan, 576, 63.66, , , USA, United States, , , , , , , , , , 
Perez Guerra,  Ignasio, 577, 63.57, , , AND, Andorra, , , , , , , , , , 
Urquhart,  Karl, 578, 63.07, , , CAN, Canada, , , , , , , , , , 
Dammert,  Michael, 579, 63.04, , , GER, Germany, , , , , , , , , , 
Skenderovski,  Bojan, 580, 62.63, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
NDOUMBE MOUKOURI,  Natan, 581, 62.38, , 15, FRA, France, , , Meauzac, , , , , , , 
Fawcett,  Sam, 582, 62.03, , , CAN, Canada, , , , , , , , , , 
Yasue,  Shoki, 583, 61.68, , , JPN, Japan, , , , , , , , , , 
Gudmundsson,  Astvaldur Ari, 584, 61.59, , , ISL, Iceland, , , , , , , , , , 
Choi,  Yoonjae, 585, 61.55, , , KOR, Korea, Republic of, , , , , , , , , , 
Chen,  Vinson, 585, 61.55, , , AUS, Australia, , , , , , , , , , 
Bergstrom,  Gunnar, 587, 61.18, , , USA, United States, , , , , , , , , , 
Cerrato,  Leonardo, 588, 60.94, , , AUT, Austria, , , , , , , , , , 
Mahoney,  Aidan, 589, 60.89, , , USA, United States, , , , , , , , , , 
Hunter,  Evan, 590, 60.83, , , CAN, Canada, , , , , , , , , , 
Hosefros,  Keegan, 591, 60.75, Dragon | Ride Snowboards | , 21, USA, United States, Regular, 135, Truckee, Sugarbush| Vermont, , Keegan Hosefros, , , , 
Le Fur,  Honorio, 592, 60.73, , , FRA, France, , , , , , , , , , 
Nishizawa,  Tenshin, 593, 60.47, , , JPN, Japan, , , , , , , , , , 
Arnason,  Tomas Orri, 594, 60.19, , , ISL, Iceland, , , , , , , , , , 
Bremner,  Findlay, 595, 59.94,  | , 21, GBR, United Kingdom, Goofy, 5ft 9, Aberdeen, Cairngorm Mountains| Scotland, www.finbremner.com, , www.twitter.com/finbremner, , , 
Avtaneev,  Nikita, 596, 59.82, Burton Snowboards | , 25, RUS, Russian Federation, Goofy, , , , , , , , , 
Pavlakos,  Nikolas, 597, 59.7, , , CAN, Canada, , , , , , , , , , 
Silverthorn,  Cole, 598, 59.68, , 17, CAN, Canada, Goofy, , , , , , , , , 
McCarthy,  Matthew, 599, 59.62, , , CAN, Canada, , , , , , , , , , 
Shegelman,  Josh, 600, 59.54, , , CAN, Canada, , , , , , , , , , 
Buttle,  Finlay, 601, 59.37, , , GBR, United Kingdom, , , , , , , , , , 
Saito,  Ryoma, 602, 59.19, , , JPN, Japan, , , , , , , , , , 
Peter,  Lotz, 603, 59.1, , , GER, Germany, , , , , , , , , , 
Andrasovich,  Uladzislau, 604, 59.08, , , BLR, Belarus, , , , , , , , , , 
Jozsa,  Martin, 605, 59.01, , , SVK, Slovakia, , , , , , , , , , 
Seymour,  Bailey, 606, 58.93, , 18, CAN, Canada, , , , , , , , , , 
Hed,  Olle, 607, 58.88, , , SWE, Sweden, , , , , , , , , , 
SELZLER,  Gage, 608, 58.83, , , CAN, Canada, , , , , , , , , , 
Fedorowycz,  Lys, 609, 58.69, , , USA, United States, , , , , , , , , , 
Thoroddsson,  Arnor Dagur, 610, 58.68, , , ISL, Iceland, , , , , , , , , , 
Jones,  Dayton, 611, 58.66, , , CAN, Canada, , , , , , , , , , 
Davidsson,  Aron Snorri, 612, 58.61, , , ISL, Iceland, , , , , , , , , , 
Baikie,  Zak, 613, 58.38, , , NZL, New Zealand, , , , , , , , , , 
Hagen,  Ole Christian, 614, 57.77, DC | Von Zipper | , 25, NOR, Norway, Regular, 175 cm, Kongsberg, Kongsberg, , , , , , 
Hernler,  Phillip, 615, 57.64, , , AUT, Austria, , , , , , , , , , 
Melville Ives,  Campbell, 616, 57.59, , , NZL, New Zealand, , , , , , , , , , 
George,  Connor, 617, 57.56, , , CAN, Canada, , , , , , , , , , 
Sequeira,  Gabriel, 618, 57.52, , , CAN, Canada, , , , , , , , , , 
Tynan,  Liam, 619, 57.48, , , GBR, United Kingdom, , , , , , , , , , 
Kyriazis,  Aris, 620, 57.34, , , GER, Germany, , , , , , , , , , 
Lopez Lasierra,  Francho, 621, 57.27, , , ESP, Spain, , , , , , , , , , 
Bollock,  Ryder, 622, 56.81, , , USA, United States, , , , , , , , , , 
Fukada,  Nagisa, 623, 56.72, , , JPN, Japan, , , , , , , , , , 
Albrecht,  London, 624, 56.63, , , USA, United States, , , , , , , , , , 
Landmark,  Philip, 625, 56.63, 32 Snowboard Boots | Gnu | Icon Snowboards | , 28, SWE, Sweden, Regular, , Leksand, , , , , , , 
Stojak,  Tino, 626, 56.46, , , CRO, CRO, , , , , , , , , , 
Woodworth,  Kaleb, 627, 56.02, , , CAN, Canada, , , , , , , , , , 
Henderson,  Garrett, 628, 55.61, , , USA, United States, , , , , , , , , , 
Reimer,  Neko, 629, 55.55, , , CAN, Canada, , , , , , , , , , 
Niwa,  Jake, 630, 55.54, , , CAN, Canada, , , , , , , , , , 
Brown,  Noah, 631, 55.54, , , USA, United States, , , , , , , , , , 
Djunaedi,  Adam, 632, 55.43, , , CAN, Canada, , , , , , , , , , 
Kutmon,  Jonathan, 633, 55.33, , , AUT, Austria, , , , , , , , , , 
Volopich,  Daniel, 634, 55.23, , , CZE, Czech Republic, , , , , , , , , , 
Smits,  Sam, 635, 55.11, , , CAN, NED, , , , , , , , , , 
Deltrap,  Nicky, 636, 54.94, , , NED, NED, , , , , , , , , , 
Kiyomizu,  Shuhei, 637, 54.84, , , JPN, Japan, , , , , , , , , , 
Iwasaki,  Kota, 638, 54.76, , , JPN, Japan, , , , , , , , , , 
Ogawa,  Yuma, 639, 54.6, , 29, JPN, Japan, Regular, 169, Yokohama, hotakabokujyou skiing area, , , , , , 
Willemsen,  Jesse, 640, 54.49, , , NED, NED, , , , , , , , , , 
Krogt  Van Der,  Mitchell, 641, 54.22, , , NED, NED, , , , , , , , , , 
Tomabechi,  Shu, 642, 54.19, , , JPN, Japan, , , , , , , , , , 
Sonne,  Konrad, 643, 54.12, , , AUT, Austria, , , , , , , , , , 
Banados,  Felipe, 644, 53.77, , , CHI, CHI, , , , , , , , , , 
Ito,  Yuki, 645, 53.74, , , JPN, Japan, , , , , , , , , , 
Minkov,  Mihail, 646, 53.35, , 16, BUL, BUL, , , , , , , , , , 
Kongshem,  Haavard, 647, 52.97, , , NOR, Norway, , , , , , , , , , 
Hasler,  Jonas, 648, 52.82, , , SUI, Switzerland, , , , , , , , , , 
McHatten,  Colton, 649, 52.63, , , CAN, Canada, , , , , , , , , , 
Skandera,  Matyas, 650, 52.6, , , CZE, Czech Republic, , , , , , , , , , 
Bergmann,  Darek, 651, 52.41,  | , 29, CZE, Czech Republic, Regular, , Príchovice, , , , , , , 
Petrovski,  Marko, 652, 52.23, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Gustaffson,  Tim, 653, 51.53, , , NOR, Norway, , , , , , , , , , 
Mendolia,  Facundo Catriel, 654, 51.38, , , ARG, Argentina, , , , , , , , , , 
Montalvo,  Trey, 655, 51.3, , , CAN, Canada, , , , , , , , , , 
Luengo,  Esteeban, 656, 51.07, , , ARG, Argentina, , , , , , , , , , 
Carlund,  Cornelia, 657, 51.05, , , SWE, Sweden, , , , , , , , , , 
Ozahata,  Sora, 658, 51.03, , , JPN, Japan, , , , , , , , , , 
Jenssen,  Bjorn Johan, 659, 50.95, , , NOR, Norway, , , , , , , , , , 
Heninger,  Dexter, 660, 50.67, , , CAN, Canada, , , , , , , , , , 
Arnarsson,  Skirnir Dadi, 661, 50.46, , , ISL, Iceland, , , , , , , , , , 
Davidson,  Barack, 662, 50.41, , , CAN, Canada, , , , , , , , , , 
Bauer,  Raphael, 663, 50.39, , , FRA, France, , , , , , , , , , 
Peter,  Jakob, 664, 50.24, , , GER, Germany, , , , , , , , , , 
Odinsson,  Hafsteinn Heimir, 665, 50.23, , , ISL, Iceland, , , , , , , , , , 
Delago,  Lukas, 666, 50.21, , , GER, Germany, , , , , , , , , , 
Legac,  Fran, 667, 50.17, , , CRO, CRO, , , , , , , , , , 
Wiffen,  Jadon, 668, 50.09, , , CAN, Canada, , , , , , , , , , 
Asmundsson,  Einar Agust, 669, 49.95, , , ISL, Iceland, , , , , , , , , , 
Obradovic,  Petar, 670, 49.88, , , SRB, Serbia, , , , , , , , , , 
Jiang,  Xinjie, 671, 49.86, , , CHN, China, , , , , , , , , , 
Angstl,  Linus, 672, 49.8, , , GER, Germany, , , , , , , , , , 
Copenhaver,  Clay, 673, 49.57, , , USA, United States, , , , , , , , , , 
Sladic,  Aljaz, 674, 49.57, , , SLO, SLO, , , , , , , , , , 
Steendam,  Cole, 675, 49.53, , , CAN, Canada, , , , , , , , , , 
Giovannini,  Edoardo, 676, 49.51, , , ITA, Italy, , , , , , , , , , 
Choi,  Seongjun, 677, 49.25, , , KOR, Korea, Republic of, , , , , , , , , , 
Radulovic,  Ognjen, 678, 49.22, , , SRB, Serbia, , , , , , , , , , 
Rodriguez,  Xavier, 679, 49.09, , 25, AND, Andorra, , , , , , , , , , 
Grkovic,  Vladan, 680, 48.94, , , SRB, Serbia, , , , , , , , , , 
Westfall,  Jake, 681, 48.93, , , USA, United States, , , , , , , , , , 
Strobel,  Seth, 682, 48.7, , , CAN, Canada, , , , , , , , , , 
Layton,  Kurt, 683, 48.59, , 26, CAN, Canada, , , , , , , , , , 
Masuda,  Riku, 683, 48.59, , , JPN, Japan, , , , , , , , , , 
Sato,  Kai, 685, 48.52, , , JPN, Japan, , , , , , , , , , 
Bjorgvinsson,  Arnar, 686, 48.47, , , ISL, Iceland, , , , , , , , , , 
Armbruster,  Jack, 687, 48.26, , , USA, United States, , , , , , , , , , 
Baez,  Gonzalo Daniel, 688, 48.13, , , ARG, Argentina, , , , , , , , , , 
Tarmann,  Marcel, 689, 48.13, , , AUT, Austria, , , , , , , , , , 
Kordiak,  David, 690, 48.12, , 23, SVK, Slovakia, , , , , , , , , , 
Gastl,  Angelo, 691, 48.07, , , AUT, Austria, , , , , , , , , , 
Mazet Brown,  Txema, 692, 47.73, , , NZL, New Zealand, , , , , , , , , , 
Hui,  Yining, 693, 47.72, , , CHN, China, , , , , , , , , , 
Komsi,  Juuse, 694, 47.71, , , FIN, Finland, , , , , , , , , , 
Osmond,  Tommy, 695, 47.68, , , GBR, United Kingdom, , , , , , , , , , 
Clara Ventosa,  Jan, 696, 47.59, , , ESP, Spain, , , , , , , , , , 
Holland,  Hayden, 697, 47.54, , , CAN, Canada, , , , , , , , , , 
Bubic,  Leon, 698, 47.49, , , CRO, CRO, , , , , , , , , , 
Valkenborgh,  Niels, 699, 47.34, , , BEL, Belgium, , , , , , , , , , 
Fux,  Marc, 700, 46.98, , , GER, Germany, , , , , , , , , , 
Eythorsson,  Asgeir Bjarni, 701, 46.75, , , ISL, Iceland, , , , , , , , , , 
Sutter,  Gian Andrea, 702, 46.74,  | , 21, SUI, Switzerland, Goofy, 1.80, Pfäffikon, Scuol Switzerland, , , , , , 
Koenig,  Lennox, 703, 46.55, , , AUT, Austria, , , , , , , , , , 
Wynnyk,  Solomon, 704, 46.44, , , CAN, Canada, , , , , , , , , , 
Strolz,  Timo, 705, 46.44, , , SUI, Switzerland, , , , , , , , , , 
Ernst,  Koy, 706, 46.35, , , CAN, Canada, , , , , , , , , , 
Bunce,  Lewis, 707, 46.27, , , CAN, Canada, , , , , , , , , , 
Viscarro,  Augusto, 708, 46.19, , , ARG, Argentina, , , , , , , , , , 
Haemaelaeinen,  Elias, 709, 46.06, , , FIN, Finland, , , , , , , , , , 
Zoega,  Svavar, 710, 45.91, , , ISL, Iceland, , , , , , , , , , 
Petrov,  Vladislav, 711, 45.89, , , RUS, Russian Federation, , , , , , , , , , 
Shimizu,  Toma, 712, 45.79, , , JPN, Japan, , , , , , , , , , 
Doumos,  Ioannis, 713, 45.71, , , GRE, GRE, , , , , , , , , , 
Asaga,  Shimpei, 714, 45.64, Von Zipper | , 30, JPN, Japan, Regular, 176cm, , TOKYO, sbn.japaho.com/sbn/blog/shimpei/, , www.twitter.com/shimpei_asaga, , , 
Cookshaw,  Simon, 715, 45.44, , , CAN, Canada, , , , , , , , , , 
Lehner,  Elias, 716, 45.13, , , SUI, Switzerland, , , , , , , , , , 
Farnsworth,  Philip, 717, 45.12, , , USA, United States, , , , , , , , , , 
Lee,  Byung-Yun, 718, 44.98, , , KOR, Korea, Republic of, , , , , , , , , , 
Matt,  Landen, 719, 44.6, , , USA, United States, , , , , , , , , , 
Arutyunov,  Garik, 720, 44.55, , , BEL, Belgium, , , , , , , , , , 
Teixeira,  Joao, 721, 44.54, , , BRA, Brazil, , , , , , , , , , 
Mueller,  Florian, 722, 44.54, , , GER, Germany, , , , , , , , , , 
Takahashi,  Kotaro, 723, 44.49, , , JPN, Japan, , , , , , , , , , 
Landreth,  Luke, 724, 44.42, , , CAN, Canada, , , , , , , , , , 
Shelly,  Anthony, 725, 44.3, , , CAN, Canada, , , , , , , , , , 
Wysock,  Brogan, 726, 44.14, , , USA, United States, , , , , , , , , , 
Lunde,  Benjamin, 727, 44.07, , , NOR, Norway, , , , , , , , , , 
BAILLY SALIN,  Maxime, 728, 43.84, , , FRA, France, , , , , , , , , , 
Agnew,  Joshua, 729, 43.61, , , AUS, Australia, , , , , , , , , , 
Baribault,  Tucker, 730, 43.18, , , USA, United States, , , , , , , , , , 
Ahola,  Niko, 731, 43.16, , , FIN, Finland, , , , , , , , , , 
Hofberger,  Tim, 732, 43.13, , , GER, Germany, , , , , , , , , , 
McDaniel,  Malem, 733, 43.03, , , USA, United States, , , , , , , , , , 
Sarsland,  Logan, 734, 43.01, , , USA, United States, , , , , , , , , , 
Maligoj,  Lenart, 735, 42.61, , , SLO, SLO, , , , , , , , , , 
Spence,  MacKay, 736, 42.6, , , CAN, Canada, , , , , , , , , , 
Rudgley,  Jordan, 737, 42.19, , , NZL, New Zealand, , , , , , , , , , 
Apelland Svendsen,  Peder, 738, 41.92, , , NOR, Norway, , , , , , , , , , 
Ferrell,  Lyon, 739, 41.92, , , NOR, Norway, , , , , , , , , , 
Ayyobi,  Zacharyah, 740, 41.91, , , CAN, Canada, , , , , , , , , , 
Miltimore,  Jacob, 741, 41.85, , 17, CAN, Canada, , , , , , , , , , 
Kurstatscher,  Tim, 742, 41.7, , , GER, Germany, , , , , , , , , , 
Olafsson,  Stefan Jon, 743, 41.48, , , ISL, Iceland, , , , , , , , , , 
Knellwolf,  Andrin, 744, 41.4, , , SUI, Switzerland, , , , , , , , , , 
Bondi,  Nicolo, 745, 41.34, , , ITA, Italy, , , , , , , , , , 
Connolly,  John, 746, 41.34, , , USA, United States, , , , , , , , , , 
Parich,  Benjamin, 747, 41.17, , , AUT, Austria, , , , , , , , , , 
Fuchs,  Davin, 748, 41.13, , , AUT, Austria, , , , , , , , , , 
Visser,  Martin, 749, 40.9, , , CAN, Canada, , , , , , , , , , 
Stock,  David, 750, 40.88, , , AUT, Austria, , , , , , , , , , 
Wang,  Liwen, 751, 40.67, , , CHN, China, , , , , , , , , , 
Wheeler,  Ben, 752, 39.94, , , CAN, Canada, , , , , , , , , , 
Harvey-Smith,  Hayden, 753, 39.72, , , GBR, United Kingdom, , , , , , , , , , 
Krauer,  Jonas, 754, 39.7, , , CZE, Czech Republic, , , , , , , , , , 
Tsurusawa,  Yuto, 755, 39.65, , , JPN, Japan, , , , , , , , , , 
Qin,  Longen, 756, 39.44, , , CHN, China, , , , , , , , , , 
Gruber,  Patrick, 757, 38.88, Smith | Voelkl | , , AUT, Austria, , , , , , , , , , 
Luchkin,  Dmytro, 758, 38.84, , , UKR, Ukraine, , , , , , , , , , 
Seljenes,  Liam, 759, 38.71, , , NOR, Norway, , , , , , , , , , 
Shaw,  Noah, 760, 38.68, , , CAN, Canada, , , , , , , , , , 
Wood,  Max, 761, 38.66, , , CAN, Canada, , , , , , , , , , 
Cavallo,  Gabriele, 762, 38.65, , , ITA, Italy, , , , , , , , , , 
Olivieri,  Federico, 763, 38.4, , , ITA, Italy, , , , , , , , , , 
Kelly,  Kaden, 764, 38.39, , , USA, United States, , , , , , , , , , 
Olafsson,  Bjarki Freyr, 764, 38.39, , , ISL, Iceland, , , , , , , , , , 
Nojiri,  Tomoyoshi, 766, 38.35, , , JPN, Japan, , , , , , , , , , 
Van Tittelboom,  Ward, 767, 38.23, , , BEL, Belgium, , , , , , , , , , 
Marchesi,  Luis, 768, 37.86, , , SUI, Switzerland, , , , , , , , , , 
Gaces,  Jonas, 769, 37.62, , , CAN, Canada, , , , , , , , , , 
Stastny,  Oliver, 770, 37.49, , , CZE, Czech Republic, , , , , , , , , , 
Grimm,  Jasper, 771, 37.47, , , USA, United States, , , , , , , , , , 
Lindroos,  Axel, 772, 37.39, , , FIN, Finland, , , , , , , , , , 
Gibson,  Cal, 773, 37.35, , , USA, United States, , , , , , , , , , 
Crossmon,  Owen, 774, 37.27, , , USA, United States, , , , , , , , , , 
Bormann,  Philipp, 775, 37.24, , , GER, Germany, , , , , , , , , , 
Mattart,  Oscar, 776, 37.23, , , BEL, Belgium, , , , , , , , , , 
Brennan,  Eryll, 777, 37.21, , , USA, United States, , , , , , , , , , 
Ellingsen Kjaerby,  Fredrik, 778, 37.13, , , NOR, Norway, , , , , , , , , , 
Dicks,  Connor, 779, 37.11, , , USA, United States, , , , , , , , , , 
Tsitsos,  Christos, 780, 37.04, , , GRE, GRE, , , , , , , , , , 
Ewert,  Lucas, 781, 37.04, , , CAN, Canada, , , , , , , , , , 
Soudunsaari,  Niklas, 782, 36.87, , , FIN, Finland, , , , , , , , , , 
Kimura,  Yuto, 783, 36.72, , , JPN, Japan, , , , , , , , , , 
Kerschhackl,  Marco, 784, 36.61, , 20, ITA, Italy, , , Bardolino, , , , , , , 
Terashima,  Katsuyuki, 785, 36.58, , , JPN, Japan, , , , , , , , , , 
Georgalli,  Oscar, 786, 36.45, , , NZL, New Zealand, , , , , , , , , , 
Sakamoto,  Rento, 787, 36.44, , , JPN, Japan, , , , , , , , , , 
Markov,  Nikolay, 787, 36.44, , , RUS, Russian Federation, , , , , , , , , , 
Griesheimer,  Noah, 789, 36.39, , , USA, United States, , , , , , , , , , 
Willemse,  Wendel, 790, 36.29, , , NED, NED, , , , , , , , , , 
Lemark,  Niko, 791, 36.27, , , SLO, SLO, , , , , , , , , , 
Bartolo,  Pau, 792, 36.05, , , ESP, Spain, , , , , , , , , , 
Stepanov,  Peresvet, 793, 36.02, , , RUS, Russian Federation, , , , , , , , , , 
Vaagsdal,  Mathias, 794, 36.01, , , NOR, Norway, , , , , , , , , , 
Neubauer,  Luis, 795, 36.0, , , GER, Germany, , , , , , , , , , 
Ganserer,  Lenz, 796, 35.93, , , GER, Germany, , , , , , , , , , 
Veselka,  Dominik, 797, 35.8, , , CZE, Czech Republic, , , , , , , , , , 
Denney,  Liam, 798, 35.74, , , CAN, Canada, , , , , , , , , , 
Darkov,  Marko, 799, 35.51, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Golay,  Eliot, 800, 35.49, , , SUI, Switzerland, , , , , , , , , , 
Palissier Roy,  Enzo, 801, 35.43, , , FRA, France, , , , , , , , , , 
Iivonen,  Martti, 802, 35.37, , , FIN, Finland, , , , , , , , , , 
Gebhard,  Bastian, 803, 35.34, , , GER, Germany, , , , , , , , , , 
Bodvarsson,  Sigfinnur, 804, 35.3, , , ISL, Iceland, , , , , , , , , , 
Pesic,  Nemanja, 805, 35.21, , , SRB, Serbia, , , , , , , , , , 
Figueras,  Santiago, 806, 35.18, , , ARG, Argentina, , , , , , , , , , 
Gordillo-Faulkner,  Mateo, 807, 35.12, , , CAN, Canada, , , , , , , , , , 
Fleischer,  Lake, 808, 34.93, , , USA, United States, , , , , , , , , , 
Riley,  Sam, 809, 34.89, , , USA, United States, , , , , , , , , , 
Claudio,  Jonathan, 810, 34.79, , , USA, United States, , , , , , , , , , 
Collins,  Cody, 810, 34.79, , , USA, United States, , , , , , , , , , 
Tajiri,  Sena, 812, 34.72, , , JPN, Japan, , , , , , , , , , 
Hannah,  Kyran, 813, 34.59, , , NZL, New Zealand, , , , , , , , , , 
Gillis,  Daniel, 814, 34.49, , , CAN, Canada, , , , , , , , , , 
Boyd,  Marty, 815, 34.27, , , USA, United States, , , , , , , , , , 
Carpenter,  Sam, 816, 34.1, , , CAN, Canada, , , , , , , , , , 
Aubergy,  Pall Rist, 817, 33.94, , , ISL, Iceland, , , , , , , , , , 
Jensen,  August, 818, 33.89, , , DEN, DEN, , , , , , , , , , 
Wendl,  Markus, 819, 33.84, , , GER, Germany, , , , , , , , , , 
Okado,  Ryusei, 820, 33.79, , , JPN, Japan, , , , , , , , , , 
Okamoto,  Taisei, 821, 33.71, , , JPN, Japan, , , , , , , , , , 
Hallingstad,  Stian, 822, 33.64, , , NOR, Norway, , , , , , , , , , 
Hamric,  Jesse, 823, 33.41, , , USA, United States, , , , , , , , , , 
Liu,  Shengxin, 824, 33.4, , , CHN, China, , , , , , , , , , 
Perez,  Ignacio, 825, 33.33, , , AND, Andorra, , , , , , , , , , 
Rebernig,  Tom, 825, 33.33, , , AUT, Austria, , , , , , , , , , 
Kawata,  Yuga, 825, 33.33, , , JPN, Japan, , , , , , , , , , 
Andonov,  Bojan, 828, 33.31, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Stepanov,  Daniil, 829, 33.19, , , RUS, Russian Federation, , , , , , , , , , 
Peeters,  Elliot, 830, 33.14, , , BEL, Belgium, , , , , , , , , , 
Hordii,  Yurii, 831, 32.83, , , UKR, Ukraine, , , , , , , , , , 
Yamauchi,  Yuki, 832, 32.75, , , JPN, Japan, , , , , , , , , , 
Herfurth,  Michael, 833, 32.55, , , USA, United States, , , , , , , , , , 
Baardseth,  Even, 833, 32.55, , , NOR, Norway, , , , , , , , , , 
Salter,  Thomas, 835, 32.5, , , CAN, Canada, , , , , , , , , , 
Tulloch,  Connor, 836, 32.25, , , CAN, Canada, , , , , , , , , , 
Wedenig,  Markus, 837, 32.12, , , AUT, Austria, , , , , , , , , , 
Balicco,  Sacha, 838, 31.92, , , FRA, France, , , , , , , , , , 
Städler,  Jonas, 839, 31.88, , , SUI, Switzerland, , , , , , , , , , 
Mizukami,  Kota, 840, 31.88, , , JPN, Japan, , , , , , , , , , 
Herzenjak,  Anej, 841, 31.81, , , SLO, SLO, , , , , , , , , , 
Maglov,  Aleksey, 842, 31.63, , , RUS, Russian Federation, , , , , , , , , , 
Campbell,  Jamie, 843, 31.54, , , CAN, Canada, , , , , , , , , , 
Zisko,  Affan, 844, 31.47, , , BIH, Bosnia and Herzegovina, , , , , , , , , , 
Doiron,  Jack, 845, 31.37, , , CAN, Canada, , , , , , , , , , 
Putys-Gallagher,  Luke, 846, 31.17, , , LTU, Lithuania, , , , , , , , , , 
Talpo,  Michele, 846, 31.17, , , ITA, Italy, , , , , , , , , , 
Clemente,  Jackie, 848, 31.09, , , USA, United States, , , , , , , , , , 
Fomchenko,  Mihail, 849, 31.08, , , RUS, Russian Federation, , , , , , , , , , 
Gaulin Sorensen,  Theodor, 850, 31.06, , , NOR, Norway, , , , , , , , , , 
Tani,  Yuma, 851, 31.03, , , JPN, Japan, , , , , , , , , , 
Moller,  Justo, 852, 31.01, , , ARG, Argentina, , , , , , , , , , 
Preissinger,  Maximilian, 853, 30.99, Absolut Park | Electric | Planet Sports | Ride Snowboards | Vans | , 22, GER, Germany, Regular, 187cm, Starnberg, , , , , , , 
Feng,  Changjun, 854, 30.94, , 25, CHN, China, Goofy, , Beijing, , , , , , , 
Arthur,  Ney, 855, 30.91, , , FRA, France, , , , , , , , , , 
Trask,  Sylas, 856, 30.89, , , USA, United States, , , , , , , , , , 
Flynn,  Bennett, 857, 30.81, , , USA, United States, , , , , , , , , , 
Nehring,  Fabian, 858, 30.74, , 14, GER, Germany, Regular, , Ludwigsfelde, , , , , , , 
Ito,  Hiroto, 859, 30.7, , , JPN, Japan, , , , , , , , , , 
Angelillo,  Dennis, 860, 30.65, , , SUI, Switzerland, , , , , , , , , , 
McCorrister,  Koen, 861, 30.49, , , CAN, Canada, , , , , , , , , , 
Takahashi,  Akira, 862, 30.4, , , JPN, Japan, , , , , , , , , , 
Kudo,  Sora, 863, 30.4, , , JPN, Japan, , , , , , , , , , 
Asmundsson,  Einar Agust, 864, 30.4, , , NOR, Norway, , , , , , , , , , 
Abe,  Kyoichiro, 865, 30.34, , , JPN, Japan, , , , , , , , , , 
Beuchel,  Ben, 866, 30.22, , , CAN, Canada, , , , , , , , , , 
Doherty,  Bryce, 867, 30.2, , , CAN, Canada, , , , , , , , , , 
Huet,  Hidde, 868, 30.18, , , NED, NED, , , , , , , , , , 
Yokota,  Koki, 869, 29.96, , , JPN, Japan, , , , , , , , , , 
Tourki,  Liam, 870, 29.79,  | , 21, FRA, France, Regular, 170, Doussard, Les 7 laux
7 laux, , https://www.facebook.com/pages/Tourki-liam/219574808212413?fref=ts, , , , 
Klein,  Josh, 871, 29.78, , 14, CAN, Canada, , , , , , , , , , 
Augsten,  Christoph, 872, 29.66, , , AUT, Austria, , , , , , , , , , 
Lech-Hernes,  Leonard, 873, 29.61, , , NOR, Norway, , , , , , , , , , 
Kweon,  Leejun, 874, 29.27, , 23, KOR, Korea, Republic of, Regular, 5.9ft, , Welihili Park, none, none, www.twitter.com/none, , , 
Suikov,  Maksim, 875, 29.26, , , RUS, Russian Federation, , , , , , , , , , 
Stefanec,  Blake, 876, 29.24, , , CAN, Canada, , , , , , , , , , 
Shmurikov,  Egor, 877, 29.05, , 17, RUS, Russian Federation, , , , , , , , , , 
Pyle,  Elijah, 878, 29.03, , , USA, United States, , , , , , , , , , 
Kaspar,  Daniel, 879, 28.72, , , CZE, Czech Republic, , , , , , , , , , 
Barr,  Scott, 880, 28.58, , , USA, United States, , , , , , , , , , 
Furuhashi,  Ran, 881, 28.32, , , JPN, Japan, , , , , , , , , , 
Deans,  Jonah, 882, 28.31, , , CAN, Canada, , , , , , , , , , 
Sigfusson,  Bjorn Andri, 883, 28.29, , , ISL, Iceland, , , , , , , , , , 
Leece,  Noah, 884, 28.28, , , CAN, Canada, , , , , , , , , , 
Henning,  Ryan, 885, 28.27, , , CAN, Canada, , , , , , , , , , 
Andenmatten,  Mika, 886, 28.15, , 19, SUI, Switzerland, , , , , , , , , , 
Abbott,  Brayden, 887, 28.05, , , CAN, Canada, , , , , , , , , , 
Stam,  Daan, 888, 28.04, , , GBR, United Kingdom, , , , , , , , , , 
Bousbouras,  Nicholas, 889, 27.83, , , USA, United States, , , , , , , , , , 
